species,taxonKeys,Kingdom,Phylum,Class,Order,Family,Genus
Pyrrharctia isabella,1807881,Animalia,Arthropoda,Insecta,Lepidoptera,Arctiidae,Pyrrharctia
Scopula limboundata,5145521,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Scopula
Stagmomantis carolina,1404940,Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Stagmomantis
Tachycines asynamorus,1728965,Animalia,Arthropoda,Insecta,Orthoptera,Rhaphidophoridae,Tachycines
Tenodera sinensis,5887934,Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Tenodera
Tetanolita mynesalis,1795049,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Tetanolita
Tetraopes tetrophthalmus,5002722,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Tetraopes
Thyridopteryx ephemeraeformis,1853312,Animalia,Arthropoda,Insecta,Lepidoptera,Psychidae,Thyridopteryx
Vespa crabro,1311527,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa
Xenox tigrinus,1665858,Animalia,Arthropoda,Insecta,Diptera,Bombyliidae,Xenox
Armadillidium nasatum,2203739,Animalia,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium
Araneus marmoreus,2159970,Animalia,Arthropoda,NA,Araneae,Araneidae,Araneus
Dolomedes tenebrosus,2150903,Animalia,Arthropoda,NA,Araneae,Pisauridae,Dolomedes
Herpyllus ecclesiasticus,2132839,Animalia,Arthropoda,NA,Araneae,Gnaphosidae,Herpyllus
Metacyrba taeniola,2171395,Animalia,Arthropoda,NA,Araneae,Salticidae,Metacyrba
Paraphidippus aurantius,2175137,Animalia,Arthropoda,NA,Araneae,Salticidae,Paraphidippus
Verrucosa arenata,2160521,Animalia,Arthropoda,NA,Araneae,Araneidae,Verrucosa
Anaxyrus americanus,2422872,Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus
Anaxyrus fowleri,2422905,Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus
Lithobates palustris,2427056,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates
Plethodon cinereus,2431491,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon
Anas rubripes,9581438,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas
Chroicocephalus philadelphia,6065818,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus
Clangula hyemalis,2498273,Animalia,Chordata,Aves,Anseriformes,Anatidae,Clangula
Cygnus columbianus,2498338,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus
Gavia immer,2481962,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia
Hydroprogne caspia,2481236,Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydroprogne
Larus argentatus,2481139,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus
Larus marinus,2481172,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus
Mergus serrator,2498375,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergus
Plectrophenax nivalis,2491719,Animalia,Chordata,Aves,Passeriformes,Calcariidae,Plectrophenax
Podiceps auritus,2482059,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps
Scolopax minor,2481695,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax
Seiurus aurocapilla,2489590,Animalia,Chordata,Aves,Passeriformes,Parulidae,Seiurus
Setophaga pensylvanica,6092942,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga
Blarina brevicauda,2435862,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Blarina
Marmota monax,2437368,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota
Vulpes vulpes,5219243,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes
Rangia cuneata,5188971,Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Rangia
Deroceras reticulatum,5781277,Animalia,Mollusca,Gastropoda,Stylommatophora,Agriolimacidae,Deroceras
Limax maximus,2295438,Animalia,Mollusca,Gastropoda,Stylommatophora,Limacidae,Limax
Lumbricus terrestris,4410657,Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus
Acalymma vittatum,1047583,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Acalymma
Adelges tsugae,2049739,Animalia,Arthropoda,Insecta,Hemiptera,Adelgidae,Adelges
Agapostemon virescens,5042879,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon
Agrilus ruficollis,6004139,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Agrilus
Agromyza vockerothi,1554986,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Agromyza
Amphipyra pyramidoides,1766205,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Amphipyra
Ancistrocerus adiabatus,5037491,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Ancistrocerus
Ancistrocerus gazella,5037434,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Ancistrocerus
Andrena asteris,1356868,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Andrena
Anthidium manicatum,1334821,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Anthidium
Anthocomus equestris,4449160,Animalia,Arthropoda,Insecta,Coleoptera,Melyridae,Anthocomus
Anthrenus verbasci,1095895,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus
Argia apicalis,5051376,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Argia
Argyrotaenia pinatubana,1747166,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Argyrotaenia
Asteromyia carbonifera,1595990,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,Asteromyia
Augochlora pura,1352791,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora
Bicyrtes quadrifasciatus,8357158,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Bicyrtes
Bombus bimaculatus,1340382,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
Bombus fervidus,1340478,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
Bombus perplexus,1340406,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
Bombylius major,1670212,Animalia,Arthropoda,Insecta,Diptera,Bombyliidae,Bombylius
Campaea perlata,1978751,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Campaea
Cantharis livida,5744135,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis
Celithemis elisa,1428525,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Celithemis
Cerceris fumipennis,7583949,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Cerceris
Charidotella sexpunctata,1047598,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Charidotella
Chauliognathus pensylvanicus,7596343,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Chauliognathus
Coenonympha tullia,1911112,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Coenonympha
Colias philodice,5137672,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias
Cosmopepla lintneriana,2078882,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Cosmopepla
Crambus praefectellus,1880132,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crambus
Dioctria hyalipennis,8373618,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Dioctria
Disholcaspis quercusglobulus,1309645,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Disholcaspis
Dolichovespula adulterina,1311825,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Dolichovespula
Dolichovespula arenaria,1311820,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Dolichovespula
Dryocosmus quercuspalustris,10611374,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Dryocosmus
Ectobius lapponicus,1998104,Animalia,Arthropoda,Insecta,Blattodea,Ectobiidae,Ectobius
Ectobius pallidus,1998119,Animalia,Arthropoda,Insecta,Blattodea,Ectobiidae,Ectobius
Efferia aestuans,1659610,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Efferia
Ellychnia corrusca,1162878,Animalia,Arthropoda,Insecta,Coleoptera,Lampyridae,Ellychnia
Enallagma geminatum,5051299,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma
Eristalis dimidiata,1540070,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eristalis
Eristalis tenax,1541217,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eristalis
Eristalis transversa,1541270,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eristalis
Eumenes fraternus,5037177,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Eumenes
Euodynerus foraminatus,5037605,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Euodynerus
Euodynerus hidalgo,5037590,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Euodynerus
Forficula auricularia,1419845,Animalia,Arthropoda,Insecta,Dermaptera,Forficulidae,Forficula
Graphocephala coccinea,9693162,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Graphocephala
Graphocephala fennahi,2041682,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Graphocephala
Graphocephala versuta,2041644,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Graphocephala
Hamamelistes spinosus,2075372,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Hamamelistes
Helophilus fasciatus,5071390,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Helophilus
Hormaphis hamamelidis,2078239,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Hormaphis
Idaea dimidiata,5146677,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Idaea
Idia aemula,9407200,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Idia
Idia americalis,9498206,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Idia
Ischnura verticalis,1423305,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura
Jikradia olitoria,2029056,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Jikradia
Judolia cordifera,1109978,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Judolia
Laphria flavicollis,1660742,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Laphria
Laphria thoracica,1660829,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Laphria
Leptoglossus occidentalis,5156102,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Leptoglossus
Libellula julia,1427893,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula
Lucanus capreolus,7711888,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Lucanus
Lucidota atra,1162734,Animalia,Arthropoda,Insecta,Coleoptera,Lampyridae,Lucidota
Lucilia sericata,5063973,Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Lucilia
Lycaena phlaeas,1929697,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lycaena
Lygaeus kalmii,2007859,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Lygaeus
Lygaeus turcicus,2007853,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Lygaeus
Malachius aeneus,4449367,Animalia,Arthropoda,Insecta,Coleoptera,Melyridae,Malachius
Marmara fasciella,1751157,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Marmara
Melanoplus bivittatus,1699027,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Melanoplus
Melanoplus femurrubrum,1699053,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Melanoplus
Melanoplus punctulatus,1699015,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Melanoplus
Melaphis rhois,2069754,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Melaphis
Merodon equestris,1544340,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Merodon
Microcentrum rhombifolium,5097361,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Microcentrum
Mormidea lugens,2079216,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Mormidea
Mystacides sepulchralis,1435539,Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,Mystacides
Nannothemis bella,1428462,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Nannothemis
Neotibicen lyricen,8700329,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Neotibicen
Noctua pronuba,1789695,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctua
Orientus ishidae,2037925,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Orientus
Ormenoides venusta,2068076,Animalia,Arthropoda,Insecta,Hemiptera,Flatidae,Ormenoides
Parancistrocerus perennis,1332091,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Parancistrocerus
Paraulacizes irrorata,2028775,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Paraulacizes
Pelidnota punctata,5990169,Animalia,Arthropoda,Insecta,Coleoptera,Rutelidae,Pelidnota
Phaneroptera nana,1686202,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Phaneroptera
Philaenus spumarius,2016038,Animalia,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Philaenus
Philanthus gibbosus,7582634,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Philanthus
Phyllopalpus pulchellus,1720876,Animalia,Arthropoda,Insecta,Orthoptera,Trigonidiidae,Phyllopalpus
Phymata pennsylvanica,2008737,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Phymata
Physocephala tibialis,1568986,Animalia,Arthropoda,Insecta,Diptera,Conopidae,Physocephala
Phytomyza aralivora,1551884,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Phytomyza
Polistes dominula,5871389,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Polistes
Polystepha pilulae,1598116,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,Polystepha
Prenolepis imparis,1323605,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Prenolepis
Promalactis suzukiella,8546322,Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Promalactis
Propylaea quatuordecimpunctata,1043572,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Propylaea
Pselliopus cinctus,2008582,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Pselliopus
Pseudoedophrys hilleri,7472034,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Pseudoedophrys
Psyche casta,1854202,Animalia,Arthropoda,Insecta,Lepidoptera,Psychidae,Psyche
Rainieria antennaepes,1677234,Animalia,Arthropoda,Insecta,Diptera,Micropezidae,Rainieria
Satyrium calanus,5139029,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Satyrium
Sphex pensylvanicus,1347505,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sphex
Spilomyia longicornis,1538767,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Spilomyia
Strangalepta abbreviata,1156522,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Strangalepta
Strangalia famelica,5998160,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Strangalia
Strangalia luteicornis,5998266,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Strangalia
Sympetrum vicinum,1428277,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum
Syritta pipiens,1544431,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Syritta
Tetramorium immigrans,10114596,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium
Trichopoda pennipes,1476105,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Trichopoda
Typocerus velutinus,4292724,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Typocerus
Vespula germanica,1311649,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula
Vespula vidua,1311670,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula
Zelus luridus,2008837,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Zelus
Cancer borealis,2222084,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer
Cancer irroratus,2222075,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer
Carcinus maenas,5178595,Animalia,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus
Hemigrapsus sanguineus,2225772,Animalia,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus
Oniscus asellus,5176315,Animalia,Arthropoda,Malacostraca,Isopoda,Oniscidae,Oniscus
Pagurus longicarpus,2224197,Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus
Philoscia muscorum,2209507,Animalia,Arthropoda,Malacostraca,Isopoda,Philosciidae,Philoscia
Porcellio scaber,6284337,Animalia,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellio
Semibalanus balanoides,2115784,Animalia,Arthropoda,Maxillopoda,Sessilia,Archaeobalanidae,Semibalanus
Limulus polyphemus,1010610,Animalia,Arthropoda,Merostomata,Xiphosurida,Limulidae,Limulus
Araneus diadematus,2160133,Animalia,Arthropoda,NA,Araneae,Araneidae,Araneus
Dermacentor variabilis,2183465,Animalia,Arthropoda,NA,Ixodida,Ixodidae,Dermacentor
Dysdera crocata,2139331,Animalia,Arthropoda,NA,Araneae,Dysderidae,Dysdera
Eriophyes tiliae,6913497,Animalia,Arthropoda,NA,Trombidiformes,Eriophyidae,Eriophyes
Ixodes scapularis,2182727,Animalia,Arthropoda,NA,Ixodida,Ixodidae,Ixodes
Leiobunum vittatum,6907800,Animalia,Arthropoda,NA,Opiliones,Sclerosomatidae,Leiobunum
Micrathena gracilis,2159593,Animalia,Arthropoda,NA,Araneae,Araneidae,Micrathena
Parasteatoda tepidariorum,2157402,Animalia,Arthropoda,NA,Araneae,Theridiidae,Parasteatoda
Pisaurina mira,2150992,Animalia,Arthropoda,NA,Araneae,Pisauridae,Pisaurina
Salticus scenicus,2172595,Animalia,Arthropoda,NA,Araneae,Salticidae,Salticus
Synemosyna formica,2177215,Animalia,Arthropoda,NA,Araneae,Salticidae,Synemosyna
Dryophytes versicolor,10806364,Animalia,Chordata,Amphibia,Anura,Hylidae,Dryophytes
Eurycea bislineata,5218376,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea
Lithobates sylvaticus,2427072,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates
Pseudacris crucifer,2428182,Animalia,Chordata,Amphibia,Anura,Hylidae,Pseudacris
Acanthis flammea,5231630,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Acanthis
Alca torda,8277073,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca
Branta bernicla,5232446,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta
Bubo scandiacus,5959143,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo
Bucephala islandica,2498325,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala
Calidris maritima,2481743,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris
Cepphus grylle,2481312,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus
Gavia stellata,2481958,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia
Larus glaucoides,2481156,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus
Melanitta fusca,2498238,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta
Melanitta nigra,2498247,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta
Melanitta perspicillata,2498246,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta
Phalacrocorax carbo,2481890,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax
Podiceps grisegena,2482051,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps
Somateria mollissima,2498352,Animalia,Chordata,Aves,Anseriformes,Anatidae,Somateria
Spizelloides arborea,7357320,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Spizelloides
Mus musculus,7429082,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus
Peromyscus leucopus,2438019,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus
Rattus norvegicus,2439261,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus
Tamiasciurus hudsonicus,2437282,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamiasciurus
Lampropeltis triangulum,5224503,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis
Crassostrea virginica,2286079,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea
Ensis leei,8485639,Animalia,Mollusca,Bivalvia,Adapedonta,Pharidae,Ensis
Mercenaria mercenaria,2287668,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Mercenaria
Mya arenaria,7791733,Animalia,Mollusca,Bivalvia,Myida,Myidae,Mya
Mytilus edulis,8288896,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus
Ostrea edulis,2286060,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostrea
Spisula solidissima,5188982,Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Spisula
Arion intermedius,2294097,Animalia,Mollusca,Gastropoda,Stylommatophora,Arionidae,Arion
Cepaea nemoralis,2294280,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cepaea
Crepidula fornicata,5192789,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula
Discus rotundatus,2294144,Animalia,Mollusca,Gastropoda,Stylommatophora,Discidae,Discus
Euspira heros,5192505,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Euspira
Littorina littorea,2301117,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina
Littorina obtusata,2301066,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina
Nucella lapillus,5193449,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella
Bipalium adventitium,5892130,Animalia,Platyhelminthes,NA,Tricladida,Geoplanidae,Bipalium
Adalia bipunctata,1043097,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Adalia
Aeshna interrupta,1425268,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Aeshna
Aglais milberti,1894896,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aglais
Bombus cryptarum,5870368,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
Bombus huntii,1340369,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
Bombus nevadensis,1340439,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
Bombus rufocinctus,1340347,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
Carabus nemoralis,8056040,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus
Cystiphora sonchi,9811001,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,Cystiphora
Eurosta solidaginis,1629345,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Eurosta
Formica obscuripes,1314869,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Formica
Glaucopsyche lygdamus,1924106,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Glaucopsyche
Hyles gallii,1862728,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Hyles
Lestes congener,5051576,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes
Leucoma salicis,1820039,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Leucoma
Lilioceris lilii,1048809,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Lilioceris
Lophocampa maculata,1817729,Animalia,Arthropoda,Insecta,Lepidoptera,Arctiidae,Lophocampa
Ochlodes sylvanoides,1946865,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Ochlodes
Pontia occidentalis,5137791,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pontia
Rabdophaga strobiloides,1601159,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,Rabdophaga
Sympetrum danae,1428334,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum
Thymelicus lineola,8133678,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Thymelicus
Vespula atropilosa,1311697,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula
Vespula pensylvanica,1311698,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula
Porcellio spinicornis,6284504,Animalia,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellio
Eriophyes emarginatae,6913582,Animalia,Arthropoda,NA,Trombidiformes,Eriophyidae,Eriophyes
