"species","taxonKeys","Kingdom","Phylum","Class","Order","Family","Genus","fileName","AUCtest","AUCdiff","CBItest","threshold","nobs","nthin","importantVars","importantValue","percentContribution","Features","Regularization","AUCtrain"
"Chrysopa oculata",2106129,"Animalia","Arthropoda","Insecta","Neuroptera","Chrysopidae","Chrysopa","Chrysopa_oculata.csv",0.699523837312703,0.104807524861797,0.8425,0.60725643,872,864,"AHM;CMD;CMI;DD_0;EMT;EXT;Eref;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0;6.4444;0;25.7587;8.6394;2.3175;11.6752;0.5493;4.4755;0;12.9876;0;27.1522;0;0","0;9.0488;0;8.1267;0.8624;0.6579;5.3417;0.2219;9.8837;0;6.1643;5.7198;52.4008;0;1.5721","L",2.5,0.702668615316983
"Chrysopa quadripunctata",2105859,"Animalia","Arthropoda","Insecta","Neuroptera","Chrysopidae","Chrysopa","Chrysopa_quadripunctata.csv",0.710630747426583,0.230855401660385,0.427,0.83193554,179,179,"AHM;CMD;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0;15.7716;10.463;20.3329;0.2533;0;16.7149;7.3972;4.8523;1.4254;0.6725;22.1168","0;17.4811;5.2978;16.1256;8.4952;0.8606;3.2358;1.2483;8.8558;0.8906;0.6185;36.8907","LQ",0.5,0.733337086428257
"Chrysoperla rufilabris",2105457,"Animalia","Arthropoda","Insecta","Neuroptera","Chrysopidae","Chrysoperla","Chrysoperla_rufilabris.csv",0.721147392228183,0.103204208040995,0.714,0.55180142,234,229,"AHM;CMD;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0;17.761;5.458;28.707;0.0408;1.403;10.1376;0;2.7326;29.9431;0;3.8169","0;0.6965;1.7848;10.8542;0.0092;2.215;2.7646;3.1421;0.8125;63.4376;0;14.2835","L",3,0.723293162157791
"Chrysopilus thoracicus",5079029,"Animalia","Arthropoda","Insecta","Diptera","Rhagionidae","Chrysopilus","Chrysopilus_thoracicus.csv",0.753745446576571,0.114573694515165,0.73,0.59744315,1126,1123,"AHM;CMD;DD_0;EXT;Eref;MSP;NFFD;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM","0.8121;3.338;12.9353;6.335;4.6919;3.5269;2.4307;9.4352;5.1571;16.6474;26.7382;2.2981;5.6542","0.1719;0.5347;22.7544;16.9864;15.5543;1.2586;9.8915;1.4062;2.7585;7.3206;16.1406;3.665;1.5571","H",0.5,0.808515708838505
"Chrysoteuchia topiarius",1887285,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Chrysoteuchia","Chrysoteuchia_topiarius.csv",0.711452265155969,0.123644885064638,0.6945,0.55330368,670,660,"AHM;CMD;DD18;DD_0;EMT;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_at;bFFP","1.9499;3.204;7.2921;6.8289;0.67;13.0735;21.5773;0.537;16.7326;0;0;2.7108;0;4.1219;0.5355;8.6838;12.0826","0.259;7.5568;12.5058;14.1759;2.3308;1.2729;5.7909;0.2091;2.7166;12.2562;0;1.7303;7.9282;20.5276;0.4606;4.7109;5.5682","Q",0.5,0.728211467067649
"Cicindela formosa",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Cicindela","Cicindela_formosa.csv",0.591432653061225,0.212602380952381,0.3985,0.65510144,400,400,"DD_0;EMT;EXT;Eref;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","6.1945;11.9862;0.7741;9.2796;13.3038;12.9873;5.2757;9.5713;16.0617;0.489;13.0365;1.0405","16.865;9.0083;6.4523;9.5254;3.1925;16.2194;8.3416;8.725;8.3627;1.8056;10.6154;0.8869","P",0.5,0.648682352941176
"Cicindela hemorrhagica",1034705,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Cicindela","Cicindela_hemorrhagica.csv",0.64641535700713,0.21653117357302,0.47525,0.5266126,126,119,"AHM;DD18;DD_0;EXT;MCMT;PAS;PPT_at;PPT_sm;PPT_wt;RH;SHM","10.4327;18.359;7.2805;1.9595;10.9714;3.095;2.495;22.5657;13.1336;6.4965;3.2111","3.465;11.5829;5.6803;11.9802;3.0846;1.8238;8.3852;4.1217;3.7498;23.3988;22.7278","P",3,0.812058919677711
"Cicindela lengi",1034852,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Cicindela","Cicindela_lengi.csv",0.676136094891573,0.177424291430646,0.56775,0.43014322,47,47,"AHM;CMD;DD18;EMT;EXT;MAP;MSP;PAS;PPT_at;PPT_sp;RH;SHM;bFFP;eFFP","0;6.7539;30.5428;21.3688;5.8013;0;21.0727;6.1017;0.6694;0.6093;7.08;0;0;0","1.4712;8.8039;41.3968;12.3806;5.1945;0;17.3825;4.3844;1.5174;0.2623;7.2064;0;0;0","H",1,0.825243130759757
"Cicindela oregona",1034806,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Cicindela","Cicindela_oregona.csv",0.718580155014545,0.120789195434004,0.85575,0.53470321,607,586,"AHM;CMD;DD18;EXT;MCMT;PAS;PPT_at;PPT_sm;PPT_sp;RH;SHM;Tave_sp;bFFP","15.816;14.7228;1.2115;2.2955;2.7307;5.9642;5.128;13.5744;5.4705;7.3474;3.004;21.3549;1.3802","6.7094;7.6335;8.1529;7.3619;11.4637;6.1275;1.7749;12.9852;3.9126;6.291;2.9937;5.9242;18.6694","P",0.5,0.778454729179341
"Cicindela punctulata",1034795,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Cicindela","Cicindela_punctulata.csv",0.644628247940083,0.184514029901548,0.3975,0.61466904,1774,1763,"AHM;CMD;DD_0;EXT;MCMT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","5.1842;15.4163;13.6615;2.082;4.371;6.7552;10.5816;8.8167;4.7316;12.6926;5.2487;5.242;0.1456;5.071","3.8246;13.3299;11.0461;3.7835;8.9016;8.4247;6.0495;5.6287;1.6894;14.5381;6.6745;6.4593;0.7767;8.8734","P",0.5,0.699558343184497
"Cicindela repanda",1034720,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Cicindela","Cicindela_repanda.csv",0.669730137608297,0.0875632731043568,0.81475,0.61487295,1137,1115,"AHM;CMD;DD_0;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","2.8206;21.5814;3.8101;7.9994;2.2229;5.9831;5.8281;5.9232;9.5331;12.6614;8.5289;4.8304;8.2774","4.076;3.2392;6.4439;6.5206;1.5915;16.6221;6.3309;10.0432;4.734;9.8852;12.6013;0.8777;17.0344","LQH",0.5,0.763251660520688
"Cicindela scutellaris",1034775,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Cicindela","Cicindela_scutellaris.csv",0.582439880923447,0.137036440616477,0.5315,0.60059172,615,611,"DD_0;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","15.9947;7.7137;6.2498;14.819;0.6958;16.7587;10.3064;13.2256;6.7125;6.3601;1.1635","14.1203;5.1372;2.4116;30.8463;0.4301;2.2321;19.3321;15.0985;8.6049;0.7479;1.0391","LQHP",1.5,0.719509023768659
"Cicindela sexguttata",1034887,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Cicindela","Cicindela_sexguttata.csv",0.735477857694714,0.0650187712812824,0.87825,0.60503333,4334,4325,"AHM;CMD;DD_0;EXT;MSP;NFFD;PAS;PPT_at;PPT_sp;PPT_wt;RH","3.0462;11.765;27.3503;5.8883;8.1784;23.4983;0;2.2923;10.8443;1.1161;6.0207","0.2152;24.0769;20.1092;1.2806;7.6061;14.8626;0;8.3771;1.1716;0.4528;21.8479","L",1,0.696365429921341
"Cicindela tranquebarica",1034755,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Cicindela","Cicindela_tranquebarica.csv",0.690085541747508,0.110224503288225,0.876,0.66895642,655,646,"AHM;CMD;DD18;DD_0;EMT;EXT;Eref;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","4.5968;10.1615;4.5686;10.6631;8.3287;0.028;1.9355;11.6239;3.2234;4.3685;6.5614;6.3165;5.4888;19.0004;3.1351","3.4218;15.194;5.5017;14.2933;9.9287;1.366;4.2697;6.7614;4.4181;1.5744;2.3325;4.7424;4.4802;1.4444;20.2714","P",1,0.70820152239872
"Cicindela trifasciata",1034724,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Cicindela","Cicindela_trifasciata.csv",0.76352149214907,0.130666933433532,0.83725,0.53700597,287,250,"AHM;CMD;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_sp;bFFP","0;5.2124;0;25.8197;0.5245;0.7213;0;0;0.4358;16.804;0;0;0;50.4823","0;7.3501;0;0.8815;0.2109;0.1011;0;0.2565;0.0174;6.8774;44.0158;1.5706;0.5679;38.1508","Q",3,0.783866894197952
"Cimbex americana",1249710,"Animalia","Arthropoda","Insecta","Hymenoptera","Cimbicidae","Cimbex","Cimbex_americana.csv",0.536562562738744,0.298577373122358,0.32575,0.61532284,571,566,"AHM;CMD;CMI;DD_0;EMT;EXT;MSP;PAS;PPT_sp;PPT_wt;RH;SHM;bFFP","11.9214;1.691;6.3718;3.8851;9.7379;2.9792;12.2688;9.8952;1.8077;9.0477;0.5195;16.8764;12.9983","13.9457;2.7502;1.1373;2.8157;9.8633;12.8596;8.1815;11.3935;2.092;4.5566;8.8068;7.0489;14.5488","P",0.5,0.745938500163777
"Cinclus mexicanus",9606873,"Animalia","Chordata","Aves","Passeriformes","Cinclidae","Cinclus","Cinclus_mexicanus.csv",0.705895105715548,0.069628418547703,0.965,0.60428752,10513,10386,"AHM;CMD;CMI;DD18;DD_0;EXT;PAS;PPT_at;PPT_sm;PPT_sp;RH;SHM;bFFP","0;30.271;0;2.7431;45.7168;0;0;0;9.4382;1.865;4.8647;0;5.1012","0;10.8802;0;33.4368;39.9977;0;0;0;7.8982;2.8207;2.4751;0;2.4913","LQ",2.5,0.789957200888391
"Circus cyaneus",2480487,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circus","Circus_cyaneus.csv",0.727684070612549,0.164648833277648,0.8585,0.55858102,97352,95475,"AHM;CMD;CMI;DD_0;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0;25.6581;0;50.6465;20.0599;0;0;0;0.6607;0;0;0;0;2.9748","0;13.3958;0;70.5;11.2895;0.0928;0;0;0.7183;0;0;0;0;4.0034","L",3,0.708045569175649
"Cisseps fulvicollis",1810469,"Animalia","Arthropoda","Insecta","Lepidoptera","Arctiidae","Cisseps","Cisseps_fulvicollis.csv",0.736968542415851,0.0757601197068149,0.90425,0.58543472,2376,2347,"AHM;CMD;CMI;DD_0;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","6.15;13.9373;13.1771;19.0594;0;9.9139;21.2633;0;0.7067;9.6162;4.7898;0.6282;0;0.7582","1.9154;24.6164;0.2821;30.4777;0.0445;3.0681;4.7887;0.3573;0;2.1342;7.1873;21.9846;0;3.1437","L",0.5,0.761263674075025
"Cistothorus palustris",2493863,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Cistothorus","Cistothorus_palustris.csv",0.755301115898249,0.0654146317312517,0.88925,0.64004005,29404,28794,"AHM;CMD;CMI;DD1040;DD_0;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","8.8516;16.7763;0;13.1727;16.9433;4.5458;0.2655;3.3534;0;0;7.3772;11.8226;5.3615;0;11.5301","1.4841;10.3158;0;9.4755;17.5249;19.2906;6.1944;1.541;0;0;1.2732;1.4837;20.6951;0;10.7217","P",2.5,0.750236924776267
"Cistothorus platensis",2493890,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Cistothorus","Cistothorus_platensis.csv",0.718197450869267,0.0746305021908593,0.82,0.58007589,16276,16022,"AHM;CMD;DD_0;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","26.2209;13.6615;26.593;0.5465;5.9956;0;2.2682;0;10.2035;0.0011;6.588;0;7.9217","20.3041;18.5142;6.6435;0.122;10.9748;0;6.9483;0;28.0101;0.0041;7.071;0;1.4079","LQH",3,0.811197424929585
"Clangula hyemalis",2498273,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Clangula","Clangula_hyemalis.csv",0.797206164887193,0.120597231365209,0.96425,0.57711801,11443,9627,"AHM;CMD;CMI;DD18;DD_0;EXT;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_at;bFFP","3.1895;19.4374;0.1531;15.4499;11.5079;0.1433;2.1783;16.7397;0.3799;7.8221;0.0345;3.2266;0;19.589;0.1489","2.9602;13.026;0.0175;17.7494;8.1862;10.045;3.0234;16.0534;0.2682;3.2902;0.0022;4.5013;0;4.5012;16.3758","P",1.5,0.823856515274503
"Clepsis peritana",4530608,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Clepsis","Clepsis_peritana.csv",0.696201533500947,0.191461367709222,0.61775,0.5583541,739,727,"AHM;CMD;CMI;DD18;DD_0;EXT;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0;3.8187;0;8.1965;0.2163;5.4561;0;0;0;0;0.3934;16.6473;0;65.2718","0;0.9234;0;3.6635;2.6369;0.6872;0.8399;0;0;0;0.367;25.9051;7.0419;57.9351","Q",3,0.690917182178611
"Clepsis virescana",1737403,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Clepsis","Clepsis_virescana.csv",0.662114008545766,0.154040155634842,0.5555,0.59354599,266,263,"AHM;CMD;CMI;DD18;DD_0;EXT;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0.1102;8.5788;0;15.1619;27.821;2.1995;0.0134;11.0764;1.7171;2.0797;12.4477;9.2877;0.1874;9.3192","0.047;8.5547;0;23.6123;6.9731;19.688;0.1785;2.5334;0.7477;2.759;5.2298;27.4211;0.0088;2.2465","LQHP",1.5,0.737331408977889
"Cnemidophorus lemniscatus",5227564,"Animalia","Chordata","Reptilia","Squamata","Teiidae","Cnemidophorus","Cnemidophorus_lemniscatus.csv",0.792790032679739,0.204922385620915,0.82075,0.60772784,44,9,"AHM;DD_0;Eref;PAS;PPT_sm;PPT_sp;PPT_wt;SHM;Tave_sm","21.3115;0;0;0;62.2951;0;0;16.3934;0","7.4965;0;0;0;50;0;0;42.5035;0","P",1.5,0.922222222222222
"Cobubatha quadrifera",1783796,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Cobubatha","Cobubatha_quadrifera.csv",0.864846011831306,0.0585524756873796,0.906,0.48514293,206,206,"CMD;DD_0;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_wt;RH;SHM;bFFP","21.2819;13.1798;13.0914;1.8695;2.4712;1.1411;5.5459;16.0377;12.0647;0.4838;10.9167;1.9163","5.6178;1.0627;4.632;0.3001;0.3895;0.027;16.5893;2.5686;29.2219;0.257;7.657;31.677","LQHP",1,0.855841294793592
"Coccinella californica",4990188,"Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Coccinella","Coccinella_californica.csv",0.910156508649242,0.0133532174652863,0.909,0.4697956,317,290,"AHM;CMD;DD1040;DD18;DD_0;EXT;MSP;PAS;PPT_wt;RH;SHM;bFFP","0.0373;0;4.2028;42.3617;0;0;0;0;3.3772;0;0.5598;49.4612","0.0257;0.4729;0.4156;19.3794;0;0.1476;0;0;2.1186;0.1147;0.0402;77.2853","Q",2,0.939751271905031
"Coccinella septempunctata",4990191,"Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Coccinella","Coccinella_septempunctata.csv",0.751936187126098,0.13869671210337,0.7555,0.60144065,6526,6376,"AHM;CMD;DD18;DD_0;EXT;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","11.5251;3.4016;11.7909;7.2004;6.805;3.1599;4.4359;10.0346;10.4582;17.5939;7.5316;6.0146;0.0483","1.7413;0.6699;4.7443;17.3833;2.5217;11.026;2.2033;0.6358;4.0966;34.0829;6.4705;8.5044;5.92","LQH",1,0.806070480770408
"Coccyzus americanus",2496287,"Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Coccyzus","Coccyzus_americanus.csv",0.750623620762416,0.0630196440384403,0.9555,0.51700701,46743,45719,"AHM;CMD;DD_0;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","5.1365;9.366;5.721;0;17.8236;6.3781;5.9238;0.3885;11.2035;27.7297;0;0;10.3294","2.804;1.1567;1.7158;0.0872;8.7412;0.4433;2.853;0.016;58.076;8.7864;0;0;15.3203","LQHP",1.5,0.809411437491291
"Coelioxys octodentata",1338661,"Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Coelioxys","Coelioxys_octodentata.csv",0.656559426543242,0.170403712956013,0.6455,0.54891314,123,123,"AHM;CMD;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0;3.712;6.5839;8.5896;0;25.3871;4.4067;17.7187;0;18.4998;5.0478;10.0544","0.0545;0.2266;0.4813;2.7458;0;27.126;1.6941;7.0164;0;43.2679;7.3562;10.0312","L",1.5,0.715235895024499
"Coenonympha tullia",1911112,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Coenonympha","Coenonympha_tullia.csv",0.798397710959926,0.12767211135387,0.894,0.59482672,2843,2807,"AHM;CMD;DD18;DD_0;EXT;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_sp;bFFP","3.1459;5.0395;25.2224;24.8411;1.0458;9.6053;18.6553;3.415;0;3.4219;0.0883;2.3977;0.8318;2.2903","6.9343;16.2213;15.8695;22.0629;1.7986;0.3122;12.0168;1.1535;0.2964;9.1164;1.8062;0.6056;0.0162;11.7901","P",1,0.81908832462417
"Colaptes auratus",2478259,"Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes","Colaptes_auratus.csv",0.735873313510105,0.123965082029947,0.94825,0.54601522,146727,144927,"AHM;CMD;CMI;DD_0;EXT;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0;31.4289;0;61.4982;2.1508;2.0282;0;0;0;0;0;0;2.8939","0;24.9683;0;69.6603;1.1199;0.0466;0;0;0;0;0;0;4.2049","L",3,0.720224483857075
"Colaptes chrysoides",2478248,"Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes","Colaptes_chrysoides.csv",0.7860725704884,0.0305723356325197,0.881,0.56645871,1803,1782,"AHM;CMD;DD_0;EXT;MAP;MSP;MWMT;PAS;PPT_at;PPT_sp;RH;SHM;Tave_sp;bFFP","0.2789;0.0623;30.9589;0.7195;2.3449;15.3509;14.7202;2.1477;14.467;9.7921;3.081;0;0.7781;5.2983","0.0152;0.0843;1.6789;0.3552;2.5905;22.7928;4.75;44.9197;5.7487;2.0425;1.7021;7.7991;2.2317;3.2891","H",0.5,0.870674480107279
"Coleonyx variegatus",2447244,"Animalia","Chordata","Reptilia","Squamata","Eublepharidae","Coleonyx","Coleonyx_variegatus.csv",0.711341730974857,0.13226820123515,0.654,0.63004531,887,869,"AHM;CMD;DD_0;EXT;MAP;MSP;MWMT;PAS;PPT_at;PPT_sp;RH;SHM;Tave_sp;bFFP","2.4937;0;1.8604;15.0643;0;6.5492;0;0;3.5525;26.8911;1.431;6.1925;2.9009;33.0642","0.1459;0;1.5173;1.4911;0;0.3646;0.0418;20.0789;0.1189;4.7058;0.1141;14.373;0.0591;56.9896","H",2,0.788232766865745
"Colias eurytheme",5137694,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colias","Colias_eurytheme.csv",0.741877077017622,0.116537617133046,0.903,0.61645209,4545,4508,"AHM;CMD;DD_0;EXT;MCMT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0;1.4498;0.0118;5.2854;30.5844;0;0;0;0;1.693;0;38.9582;0;22.0173","0;5.9312;30.5055;1.3178;14.9481;0;0.0118;0;0;0.1734;0;35.6029;0;11.5094","Q",3,0.714860038312775
"Colias philodice",5137672,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colias","Colias_philodice.csv",0.77274238952017,0.16659322292182,0.84875,0.50007683,3069,3038,"AHM;CMD;CMI;DD18;DD_0;EXT;Eref;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","1.2222;10.6064;0;20.6787;25.8115;0.5875;10.1143;0.6519;24.0527;1.1726;2.4487;0.8701;0.184;0.8528;0.7465","0.0684;5.4587;0;33.237;8.9808;5.4062;4.9883;0.8231;33.9402;0.1116;1.8116;0.4564;0.6817;0.0985;3.9376","P",0.5,0.790983772210383
"Colinus virginianus",9791464,"Animalia","Chordata","Aves","Galliformes","Odontophoridae","Colinus","Colinus_virginianus.csv",0.658600689046182,0.121039582997452,0.90325,0.54924791,28076,27699,"AHM;CMD;DD_0;EXT;MAP;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","3.5114;6.9205;9.7851;0;0;14.3617;15.663;5.4359;7.9564;26.2911;6.3325;0;0;3.7423","0.0368;0.493;6.0411;0;0;15.4546;18.5426;25.4158;0.455;29.9502;1.2499;0;1.3743;0.9868","LQHP",2.5,0.761532951024742
"Colletes inaequalis",1348821,"Animalia","Arthropoda","Insecta","Hymenoptera","Colletidae","Colletes","Colletes_inaequalis.csv",0.787971155356587,0.0668243930229738,0.9245,0.57475157,498,494,"AHM;CMD;DD_0;EXT;MSP;NFFD;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM","0.7229;18.1425;3.5678;12.997;0;9.4504;3.6806;0;15.0234;23.594;0;12.8213","0.2071;10.3058;15.4284;9.3943;0;5.7563;0.2005;0;14.1255;12.2235;29.8877;2.4709","LQ",2,0.763721250369857
"Colonus hesperus",8217818,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Colonus","Colonus_hesperus.csv",0.878262458693061,0.120403066947706,0.89525,0.50574817,430,428,"AHM;CMD;CMI;DD_0;EXT;Eref;MCMT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_sp;bFFP","9.7099;10.4385;0;13.4407;1.9305;0;0;50.9901;0;0;0;0;0.0243;2.289;0.8378;1.5709;8.7683","5.3942;0.91;0;0.9959;1.3379;0;0;40.6564;0;0.8559;0.0082;0;12.6953;0.5709;0.4124;0.0407;36.1224","L",1.5,0.884043572678278
"Coluber constrictor",6161776,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Coluber","Coluber_constrictor.csv",0.675255027709619,0.126474328876603,0.62925,0.61546916,5814,5683,"AHM;CMD;CMI;DD_0;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","2.4223;6.1056;6.3397;5.6285;0.3151;16.226;5.3352;22.4899;2.8221;1.9805;18.1045;3.4148;0.1585;8.6572","1.8742;0.9527;13.7264;44.1974;0.0233;2.8487;0.7141;3.1132;1.0501;2.9593;16.0182;3.0038;0.035;9.4837","LQH",0.5,0.800852216247694
"Coluber flagellum",4287637,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Coluber","Coluber_flagellum.csv",0.729612571428602,0.0825080506112923,0.81075,0.55103099,3213,3189,"AHM;DD_0;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_sp;bFFP","5.6636;1.7309;13.8956;13.3941;12.6498;0.2686;12.6607;13.6284;7.0712;10.2645;4.872;0.5682;1.6865;1.6459","3.0989;5.0108;1.4962;7.3896;2.7389;13.5605;36.7173;1.5699;4.5526;16.8564;2.6913;2.9438;0.927;0.4471","LQHP",0.5,0.785337196556051
"Coluber lateralis",8202136,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Coluber","Coluber_lateralis.csv",0.816996900992045,0.0807875238601873,0.9805,0.54992332,619,609,"AHM;CMD;DD18;DD_0;EXT;MCMT;MSP;PAS;PPT_at;PPT_sm;RH;SHM","27.6802;1.8529;13.7817;0;4.6986;33.9945;0;2.4138;12.5487;1.1467;1.6057;0.2772","3.3446;28.159;7.8888;1.2529;0.6764;17.0943;2.4622;2.6895;18.3475;2.3204;1.5014;14.2631","LQH",1,0.877526753864447
"Columba livia",2495414,"Animalia","Chordata","Aves","Columbiformes","Columbidae","Columba","Columba_livia.csv",0.69158515398833,0.126199406797392,0.851,0.57238369,106809,103086,"AHM;CMD;CMI;DD_0;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","1.6761;39.4119;0.0127;21.4731;1.2816;3.828;7.2153;0;0.7189;5.3461;0.7188;0.9624;0;17.3551","8.9727;12.3185;0.002;19.6552;12.6477;0.9888;4.5124;0;0.2931;10.5363;2.2631;2.7986;0.4581;24.5533","P",1,0.726291537370058
"Columbina inca",2495863,"Animalia","Chordata","Aves","Columbiformes","Columbidae","Columbina","Columbina_inca.csv",0.683738055883872,0.168529607487249,0.8705,0.54363452,14105,12754,"AHM;CMD;DD_0;EMT;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0;16.713;3.6477;0;0;0;0;1.0964;0;0;0;0;0;0.6609;77.882","0;3.0205;6.4544;0;0;0;0;0.4086;0;0;0;0;0;0.0303;90.0861","LQ",3,0.744290014912948
"Columbina passerina",2495869,"Animalia","Chordata","Aves","Columbiformes","Columbidae","Columbina","Columbina_passerina.csv",0.751480648627115,0.102890735755468,0.946,0.57884594,16696,13589,"AHM;CMD;DD_0;EMT;EXT;Eref;MAP;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_sp;bFFP","0;26.2516;0;0;1.0857;0;0;0;5.2142;0;5.0169;0;0;0;0;0;62.4317","0;10.7118;0;0;1.149;0.0475;0;0;5.8418;0;2.7046;0;0;0.0149;0;0;79.5304","Q",1,0.812637695986047
"Conoderus bellus",6984247,"Animalia","Arthropoda","Insecta","Coleoptera","Elateridae","Conoderus","Conoderus_bellus.csv",0.700238613529806,0.0781647689216343,0.79025,0.63449229,160,160,"AHM;CMD;DD_0;EXT;Eref;MAP;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0;0;24.1969;13.1952;31.8918;0;3.0657;0;0;0;4.6281;0.078;20.0252;0.1247;2.7944","0;0;25.1957;2.1111;19.822;0;0.5001;0;0;0;1.0207;7.0505;41.161;1.2236;1.9153","Q",3,0.692168134377039
"Conoderus lividus",6984229,"Animalia","Arthropoda","Insecta","Coleoptera","Elateridae","Conoderus","Conoderus_lividus.csv",0.76589283367265,0.134733162402508,0.844,0.63468634,371,367,"AHM;CMD;DD_0;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0;0.0658;24.2;1.2837;21.6559;0;7.6341;0.735;17.9667;21.2195;0.1103;3.2127;0.0011;1.9151","0.4872;0.1515;18.242;1.9643;4.7145;0;3.3183;9.019;11.9592;21.1998;12.2387;14.5887;0.0047;2.1121","LQH",1,0.791106329104102
